RespondentId,Satellite,ExternalId,Email,DateTime,CardData,Q1. Your enrollment at UTEP is which of the following:,Q2. Are you employed?,Q3. You are consistently working under which of the following:,Q4. How many hours a week are you consistently working:,Q5. What is your age?,Q6_1:Hispanic/Latin,Q6_2:American Indian/Alaska Native,Q6_3:Asian,Q6_4:Black/African American,Q6_5:Native Hawaiian/Other Pacific Islander,Q6_6:White/Caucasian,Q6_7:Other,Q7_1:Female,Q7_2:Male,Q7_3:Transgender,Q7_4:Gender Variant/ Non-conforming,Q7_5:Other,Q7_6:Prefer not to answer,Q8_1:He/Him,Q8_2:She/Her,Q8_3:Them/They,Q8_4:Other:,Q8_5:Prefer not to answer,"Q9. The next question is about the total income of all the members of your household. This amount should include income from all sources, including salaries, wages, and all other income. What was the estimated total income for your household in 2019?",Q10. What is your academic level?,Q11_1:College of Business,Q11_2:College of Education,Q11_3:College of Engineering,Q11_4:College of Health Sciences,Q11_5:College of Liberal Arts,Q11_6:College of Science,Q11_7:School of Nursing,Q11_8:School of Pharmacy,Q11_9:Other:,Q12. Prior to COVID-19 stay at home orders did you commute to campus? If so what is your most common mode of transportation to get yourself to and from college?,"Q13. Thinking about your most common mode of travel, how reliable is it in getting you to/from college?",Q14. Do you live alone?,Q15. Do you have dependents?,Q16. [IF YOU ANSWER YES TO THE QUESTION ABOVE] How many persons depend on you?,Q17. Are you the head of the household?,Q18. What is your zipcode?,Q19. Where do you live? (Your current situation is under which of the following?),"Q20. In the past 12 months, have you had a permanent address?",Q21_1:Hotel or motel,Q21_2:Home or room of a friend or acquaintance,Q21_3:Home or room of a family member,Q21_4:Shelter,Q21_5:Transitional Living Center,"Q21_6:Public spaces like library, abandoned buildings, or a car",Q21_7:Other:,"Q22. Due to lack of permanent address or housing options, how frequently did you spend the night elsewhere in the past six months due to lack of permanent housing?",Q23. Do you know UTEP students who have experienced homelessness?,Q24_1:Supplemental Nutrition Assistance Program (SNAP)SNAP provides nutrition benefits to supplement the food budget of needy families so they can purchase healthy food and move towards self-sufficiency. (fns.usda.gov),"Q24_2:Temporary Assistance for Needy Families (TANF)A program that provides grant funds to states and territories to provide families with financial assistance and related support services. State-administered programs may include childcare assistance, job preparation, and work assistance. (benefits.gov)","Q24_3:Women Infant and Children (WIC)A program provides foods, health care referrals, and nutrition education for low-income women, infants, and children up to age five who are found to be at nutritional risk. (fns.usda.gov) ","Q24_4:MedicaidA health insurance program which provides coverage to eligible low-income adults, children, pregnant women, elderly, and people with disabilities. (medicaid.gov) ","Q24_5:Social Security Income (SSI)Monthly benefits to people with limited income and resources who are disabled, blind, or age 65 or older. (ssa.gov","Q24_6:Social Security- Disability BenefitsBenefits provided to individuals who are unable to work due to their medical condition, which is expected to last at least one year or result in death. (ssa.gov)","Q24_7:Military/ Veteran ServicesBenefits such as financial and other forms of assistance provided to veterans, their dependents, and survivors. (va.gov) ",Q24_8:Unemployment BenefitsFinancial support for individuals that lost their job and meet eligibility requirements. (twc.texas.gov) ,Q24_9:Other:,Q24_10:None of the above,Q25_1:Grants,Q25_2:Work Study,Q25_3:Loans,Q25_4:Emergency loan,Q25_5:Scholarship,Q25_6:Other:,Q25_7:None of the above,"Q26. 'The food that I bought just didn't last, and I didn't have money to get more.' Was that often, sometimes, or never true for you in the last 12 months?","Q27. 'I couldn't afford to eat balanced meals.' Was that often, sometimes, or never true for you in the last 12 months?","Q28. In the last 12 months, since (today's date), did you ever cut the size of your meals or skip meals because there was not enough money for food?","Q29. [IF YES TO THE ABOVE] How often did this happen--almost every month, some months but not every month, or in only 1 or 2 months?","Q30. In the last 12 months, did you ever eat less than you felt you should because there was not enough money for food?","Q31. In the past 12 months, were you ever hungry but didn't eat because there wasn't enough money for food?","Q32. Since COVID-19 in March 2020, has there been any personal or household change in the following? - Expenditures","Q33. Since COVID-19 in March 2020, has there been any personal or household change in the following? - Financial Income","Q34. Since COVID-19 in March 2020, has there been any personal or household change in the following? - Financial Aid","Q35. Since COVID-19 in March 2020, has there been any personal or household change in the following? - Debt",Q36_1:Lost a job,Q36_2:Had work hours cut,Q36_3:Visited a food bank/pantry to get food,Q36_4:Asked family or friends for food,Q36_5:Did not have enough money to pay rent,Q36_6:Asked family or friends to stay at their place,Q36_7:Increased consumption of alcohol or illegal drugs,Q36_8:Had difficulties getting health or medical care,Q36_9:Had difficulties getting vaccines,Q36_10:None of the above,Q37_1:Volunteered at a food bank/pantry or other community organization,Q37_2:Donated money to a food bank/pantry or other community organization,Q37_3:Gave money or food to struggling friends or family members,Q37_4:Had struggling friends or family members stay at my place,"Q37_5:Provided struggling friends or family members with information about available local community resources (food, shelter, etc)",Q37_6:Provided emotional support to struggling friends or family members,Q37_7:None of the above,"Q38. Since COVID-19 in March 2020, how often have you found it difficult to concentrate on your schoolwork because you are worried about paying for food, rent, or other basic necessities?",Q39. Is there anything else you would like to share with us that we did not ask?
87873356,utep,,,11/5/20 13:40,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873358,utep,,,11/5/20 13:40,,1,3,,,1,,,,,,6,,1,,,,,,,2,,,,1,4,,2,,,,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,1,,,,,,,1,1,2,,2,2,2,2,2,2,,,,,,,,,,10,,,,,,,7,4,
87873359,utep,,,11/5/20 13:40,,2,1,2,2,1,1,,,,,,,,2,,,,,1,,,,,5,5,,,3,,,,,,,1,3,1,,,1,1,3,1,,,,,,,,,2,,,,,,,,,,0,,,3,,,,,1,1,2,,2,2,3,2,1,3,,2,,,,,7,,,,,,,,,6,,1,
87873360,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873361,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873362,utep,,,11/5/20 13:40,,1,1,2,2,1,1,,,,,6,,1,,,,,,,2,,,,2,4,,,,,,6,,,,1,1,2,1,2,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,3,3,1,1,1,1,3,3,1,3,1,2,3,4,5,,,8,,,,,3,4,,,,1,1
87873363,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873364,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873365,utep,,,11/5/20 13:40,,1,2,2,1,1,1,,,,,,,,2,,,,,1,,,,,1,4,,,3,,,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,1,,3,,,,,1,1,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,,7,3,
87873366,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873367,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873368,utep,,,11/5/20 13:40,,1,2,2,1,1,1,,,,,,,1,,,,,,,2,,,,9,4,,,,4,,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,1,2,,,,,,1,1,2,,2,2,2,3,2,2,,2,,,,,,,,,,,3,,,6,,3,1
87873370,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873371,utep,,,11/5/20 13:40,,2,2,2,1,1,1,,,,,,,1,,,,,,,2,,,,3,4,,,,,,6,,,,4,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,1,,,4,,,,2,2,1,2,1,2,1,2,1,3,,2,,4,,,,,,,,,3,4,,6,,2,
87873372,utep,,,11/5/20 13:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873373,utep,,,11/5/20 13:40,,1,2,1,2,1,1,,,,,,,,2,,,,,1,,,,,11,6,,,,,5,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,7,,,,1,,3,,5,,,1,1,2,,2,2,1,2,2,2,,,,,,,,,,10,,,3,,5,6,,4,
87873374,utep,,,11/5/20 13:41,,1,2,2,1,1,1,,,,,,,,2,,,,,1,,,,,11,4,,,,,,6,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,,,,,,,0,1,1,2,,2,2,1,1,2,3,,2,,,,,,,,,,2,3,,,6,,1,
87873376,utep,,,11/5/20 13:41,,1,3,,,1,1,,,,,,,1,,,,,,,2,,,,3,2,,,3,,,,,,,1,4,2,2,,1,1,2,1,,,,,,,,,2,,,,,,,,10,,,1,,,,,,,1,1,2,,2,2,2,1,1,3,1,2,3,,,,7,,,,,,,,,6,,1,
87873377,utep,,,11/5/20 13:41,,1,2,2,1,1,1,,,,,,,1,,,,,,,2,,,,6,4,,,,,,,7,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,10,,,1,,,,,,,1,1,2,,2,2,3,1,3,2,,2,3,,,,,8,,,,,,,,6,,2,
87873379,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873380,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873381,utep,,,11/5/20 13:41,,1,2,2,2,1,1,,,,,,,1,,,,,,,2,,,,11,5,,,,4,,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,,,3,4,,,,1,1,2,,2,2,1,2,1,2,,2,,,,,7,,,,,,3,,,6,,4,
87873382,utep,,,11/5/20 13:41,,1,3,,,1,1,,,,,,,1,,,,,,,2,,,,4,4,,,,,5,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,10,,,1,2,3,,,,,1,2,2,,2,2,2,1,2,3,1,,3,,,,,,,,,,3,,5,6,,3,
87873383,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873384,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873385,utep,,,11/5/20 13:41,,1,2,2,2,1,1,,,,,6,,,2,,,,,1,,,,,3,4,,,,,,6,,,,4,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,,,,,,,0,1,1,2,,2,2,1,1,2,2,,2,,,,,,,,,,,,,,,7,4,
87873386,utep,,,11/5/20 13:41,,2,2,2,1,1,1,,,,,,,1,,,,,,,2,,,,4,3,,,,,5,,,,,3,3,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,10,,,,,,,,,0,1,1,1,2,1,2,1,1,1,3,,2,3,,,,,,,,,,,4,5,,,1,1
87873387,utep,,,11/5/20 13:41,,1,2,2,2,1,1,,,,,,,,2,,,,,1,,,,,11,4,,,3,,,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,1,,,,,,,,,,0,1,,3,,5,,,1,1,2,,1,2,3,1,2,3,,2,,,,,7,,,,1,2,3,,,,,2,
87873388,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873389,utep,,,11/5/20 13:41,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873390,utep,,,11/5/20 13:41,,1,1,2,2,1,1,,,,,,,1,,,,,,,2,,,,4,4,,,3,,,,,,,7,3,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,,,3,,,,,1,1,2,,2,2,2,2,2,2,,,,,,,,,,10,,,3,,,6,,4,
87873391,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873393,utep,,,11/5/20 13:41,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873395,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873396,utep,,,11/5/20 13:41,,1,2,1,1,1,1,,,,,,,1,,,,,,,2,,,,5,4,,2,,,,,,,,1,4,2,2,,2,1,4,1,,,,,,,,,2,,,,,,,,,,0,,,,,,,0,1,1,2,,2,2,2,2,2,2,,2,,,,,,,,,,2,3,,5,6,,3,
87873397,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873398,utep,,,11/5/20 13:41,,1,2,2,2,1,1,,,,,,,,2,,,,,1,,,,,11,3,1,,,,,,,,,5,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,,,,,,,0,1,1,2,,2,2,2,2,2,2,,,,,,,,,,10,,,3,,,,,4,
87873399,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873400,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873402,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873404,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873405,utep,,,11/5/20 13:41,,1,3,,,1,1,,,,,,,,2,,,,,1,,,,,10,4,1,,,,,,,,,1,4,2,2,,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,,,,,,,0,1,1,2,,2,2,2,1,1,3,,,,,,,,,,10,1,2,3,,,,,4,
87873406,utep,,,11/5/20 13:41,,1,3,,,1,,2,,,,,,1,,,,,,,2,,,,1,4,1,,,,,,,,,1,3,2,1,2,1,1,2,1,,,,,,,,,1,1,,,4,,6,,,,,,,,4,,,,3,2,1,1,1,1,1,1,1,3,,,,,5,,,8,9,,,,,,,6,,1,
87873407,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873409,utep,,,11/5/20 13:41,,1,2,2,1,1,1,,,,,,,,2,,,,,1,,,,,7,3,1,,,,,,,,,1,2,2,2,,2,1,2,1,,,,,,,,,1,,,,,,,,,,0,1,,3,4,,,,3,3,1,1,1,1,1,1,1,2,,2,3,,5,,7,8,,,1,2,3,,5,6,,2,1
87873410,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873411,utep,,,11/5/20 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87873412,utep,,,11/5/20 13:41,,1,3,,,1,1,,,,,,,1,,,,,,,2,,,,4,4,,,,,,,7,,,1,4,2,1,1,2,1,2,1,,,,,,,,,2,,,,,,,,,,0,1,,,,,,,1,1,2,,2,2,2,2,2,3,,,,,,,,,,10,,,,,,,7,3,
87873413,utep,,,11/5/20 13:41,,1,2,1,2,1,1,,,,,6,,,2,,,,,1,,,,,3,6,,,3,,,,,,,1,1,1,,,1,1,3,1,,,,,,,,,1,,,,,,,,,,0,,,,4,,,,3,3,1,1,1,1,2,2,3,3,1,,3,,5,,,8,,,1,,,,,,7,1,
